Os01g0100100	LOC_Os01g01010.1,LOC_Os01g01010.2
Os10g0573000	LOC_Os10g42240.1,LOC_Os10g42240.2
Os10g0573100	LOC_Os10g42250.1,LOC_Os10g42250.2
Os10g0573200	LOC_Os10g42260.1
Os10g0573300	LOC_Os10g42270.1
Os10g0573400	LOC_Os10g42280.1
Os10g0573700	LOC_Os10g42299.1,LOC_Os10g42299.2,LOC_Os10g42299.3,LOC_Os10g42299.4,LOC_Os10g42299.5
Os10g0573800	LOC_Os10g42299.1,LOC_Os10g42299.2,LOC_Os10g42299.3,LOC_Os10g42299.4,LOC_Os10g42299.5
Os10g0573900	LOC_Os10g42320.1
Os10g0574150	None
Os10g0574400	LOC_Os10g42390.1
Os10g0574500	LOC_Os10g42400.1
Os10g0574550	None
Os10g0574700	LOC_Os10g42410.1,LOC_Os10g42410.2,LOC_Os10g42410.3
Os10g0574750	None
Os10g0574800	LOC_Os10g42420.1
Os10g0574901	None
Os10g0575000	LOC_Os10g42430.1
Os10g0575100	None
Os10g0575200	LOC_Os10g42439.1
Os10g0575401	None
Os10g0575600	LOC_Os10g42490.1,LOC_Os10g42490.2
Os10g0575650	None
Os10g0575700	LOC_Os10g42500.1
Os10g0575800	LOC_Os10g42510.1
Os10g0575900	LOC_Os10g42520.1
Os10g0575950	None
Os10g0576000	LOC_Os10g42540.1
Os10g0576050	None
Os10g0576100	LOC_Os10g42550.1
Os10g0576600	LOC_Os10g42610.1,LOC_Os10g42610.2
Os10g0576750	None
Os10g0576900	LOC_Os10g42620.1
Os10g0577000	LOC_Os10g42630.1,LOC_Os10g42630.2,LOC_Os10g42630.3
Os10g0577100	LOC_Os10g42640.1
Os10g0577200	LOC_Os10g42650.1
Os10g0577400	LOC_Os10g42660.1
Os10g0577500	LOC_Os10g42670.1
Os10g0577600	LOC_Os10g42690.1
Os10g0577700	LOC_Os10g42700.1
Os10g0577800	LOC_Os10g42710.1,LOC_Os10g42710.2,LOC_Os10g42710.3,LOC_Os10g42710.4,LOC_Os10g42710.5,LOC_Os10g42710.6,LOC_Os10g42710.7
Os10g0577900	LOC_Os10g42720.1
Os10g0578000	LOC_Os10g42724.1
Os10g0578050	LOC_Os10g42730.1,LOC_Os10g42730.2,LOC_Os10g42730.3
Os10g0578200	LOC_Os10g42750.1
Os10g0578300	LOC_Os10g42754.1
Os10g0578500	LOC_Os10g42760.1
Os10g0578600	LOC_Os10g42770.1
Os10g0578700	None
Os10g0578800	LOC_Os10g42780.1,LOC_Os10g42780.2,LOC_Os10g42780.3,LOC_Os10g42780.5,LOC_Os10g42780.6
Os10g0578900	LOC_Os10g42790.1
Os10g0578950	LOC_Os10g42800.1
Os10g0579100	LOC_Os10g42820.1,LOC_Os10g42820.2
Os10g0579150	None
Os10g0579200	LOC_Os10g42830.1
Os10g0579250	None
Os10g0579300	LOC_Os10g42840.1,LOC_Os10g42840.2
Os10g0579400	LOC_Os10g42850.1
Os10g0579450	None
Os10g0579500	LOC_Os10g42860.1
Os10g0579600	LOC_Os10g42870.1,LOC_Os10g42870.2
Os10g0579650	None
Os10g0579700	LOC_Os10g42880.1
Os10g0579800	LOC_Os10g42900.1
Os10g0579850	None
Os10g0579900	LOC_Os10g42910.1
Os10g0580001	None
Os10g0580100	LOC_Os10g42930.1
Os10g0580200	LOC_Os10g42940.1,LOC_Os10g42940.3,LOC_Os10g42940.4
Os10g0580250	None
Os10g0580300	LOC_Os10g42950.1,LOC_Os10g42950.2,LOC_Os10g42950.3,LOC_Os10g42950.4,LOC_Os10g42950.5
Os10g0580400	LOC_Os10g42960.1
Os10g0580500	LOC_Os10g42970.1,LOC_Os10g42970.2
Os10g0580550	None
Os10g0580600	LOC_Os10g43030.1
Os10g0580700	LOC_Os10g43040.1
Os10g0580750	None
Os10g0580800	LOC_Os10g43050.1
Os10g0580900	LOC_Os10g43060.1
Os10g0581000	LOC_Os10g43075.1,LOC_Os10g43075.2
Os11g0100100	LOC_Os11g01010.1
Os11g0100150	None
Os11g0100151	LOC_Os11g01020.1,LOC_Os11g01020.2
Os11g0100200	LOC_Os11g01020.1,LOC_Os11g01020.2
Os11g0100300	LOC_Os11g01030.1
Os11g0100600	LOC_Os11g01040.1
Os11g0100800	LOC_Os11g01050.1
Os11g0101200	LOC_Os11g01074.1,LOC_Os11g01074.2,LOC_Os11g01074.3,LOC_Os11g01074.4,LOC_Os11g01074.5
Os11g0101400	LOC_Os11g01100.1
Os11g0102100	LOC_Os11g01130.1,LOC_Os11g01130.2
Os11g0102200	LOC_Os11g01140.1,LOC_Os11g01140.2,LOC_Os11g01140.3
Os11g0102301	None
Os11g0102400	LOC_Os11g01154.4
Os11g0102500	LOC_Os11g01154.1,LOC_Os11g01154.4
Os11g0102600	LOC_Os11g01170.1
Os11g0102700	LOC_Os11g01180.1
Os11g0102800	None
Os11g0102900	LOC_Os11g01200.1,LOC_Os11g01200.2
Os11g0103000	LOC_Os11g01210.1
Os11g0103050	None
Os11g0103100	LOC_Os11g01220.1
Os11g0103150	None
Os11g0103200	LOC_Os11g01230.1
Os11g0103400	LOC_Os11g01240.1
Os11g0103550	LOC_Os11g01260.1
Os11g0103700	LOC_Os11g01270.1
Os11g0103800	LOC_Os11g01280.1
Os11g0103900	LOC_Os11g01290.1
Os11g0104050	LOC_Os11g01300.1
Os11g0104150	None
Os11g0104220	LOC_Os11g01320.1
Os11g0104240	LOC_Os11g01320.1
Os11g0104260	LOC_Os11g01320.1
Os11g0104280	None
Os11g0104300	LOC_Os11g01330.1
Os11g0104350	LOC_Os11g01330.1
Os11g0104400	LOC_Os11g01340.2,LOC_Os11g01340.3,LOC_Os11g01340.4
Os11g0104601	None
Os11g0104800	LOC_Os11g01370.1
Os11g0104833	None
Os11g0104866	LOC_Os11g01380.1
Os11g0104900	LOC_Os11g01380.1
Os11g0104933	LOC_Os11g01380.1
Os11g0104966	None
Os11g0105000	LOC_Os11g01390.1
Os11g0105200	LOC_Os11g01400.1
Os11g0105300	LOC_Os11g01410.1
Os11g0105350	None
Os11g0105400	LOC_Os11g01420.1
Os11g0105750	LOC_Os11g01439.1,LOC_Os11g01439.2
Os11g0105775	None
Os11g0105800	LOC_Os11g01450.1
Os11g0105901	None
Os11g0106000	None
Os11g0106083	None
Os11g0106100	LOC_Os11g01480.1
Os11g0106200	LOC_Os11g01490.1,LOC_Os11g01490.2
Os11g0106400	LOC_Os11g01510.1,LOC_Os11g01510.2,LOC_Os11g01510.3
Os11g0106550	None
Os11g0106700	LOC_Os11g01530.1,LOC_Os11g01530.2
Os11g0106800	LOC_Os11g01540.1
Os11g0106900	LOC_Os11g01550.1
Os11g0107000	LOC_Os11g01570.1
Os11g0107266	LOC_Os11g01580.1
Os11g0107400	LOC_Os11g01590.1
Os11g0107425	None
Os11g0107450	LOC_Os11g01594.1
Os11g0107500	LOC_Os11g01600.1,LOC_Os11g01600.2
Os11g0107600	LOC_Os11g01610.1
Os11g0107700	LOC_Os11g01620.1,LOC_Os11g01620.2
Os11g0107775	None
Os11g0107850	None
Os11g0108000	LOC_Os11g01630.1
Os11g0108300	LOC_Os11g01690.1
Os11g0108600	LOC_Os11g01720.1
Os11g0108650	LOC_Os11g01730.1
Os11g0108700	LOC_Os11g01730.1
Os11g0108800	LOC_Os11g01740.1,LOC_Os11g01740.2
Os11g0108866	LOC_Os11g01750.1
Os11g0108932	LOC_Os11g01780.1
Os11g0108933	None
Os11g0109000	LOC_Os11g01790.1
Os11g0109050	None
Os11g0109200	LOC_Os11g01810.1
Os11g0109301	LOC_Os11g01810.1
Os11g0109400	LOC_Os11g01820.1
Os11g0109500	LOC_Os11g01830.1
Os11g0109600	LOC_Os11g01836.1
Os11g0109616	None
Os11g0109633	LOC_Os11g01842.1
Os11g0109666	None
Os11g0109700	LOC_Os11g01850.1,LOC_Os11g01850.2
Os11g0109800	LOC_Os11g01860.1
Os11g0109900	LOC_Os11g01869.1,LOC_Os11g01869.2
Os11g0109933	LOC_Os11g01872.1
Os11g0109950	None
Os11g0110000	LOC_Os11g01875.1,LOC_Os11g01875.2,LOC_Os11g01875.3,LOC_Os11g01875.4,LOC_Os11g01875.5
Os11g0110033	None
Os11g0110066	LOC_Os11g01880.1,LOC_Os11g01880.2
Os11g0110100	LOC_Os11g01890.1,LOC_Os11g01890.2
Os11g0110200	LOC_Os11g01900.1
Os11g0110500	None
Os11g0110800	LOC_Os11g01980.1
Os11g0110901	None
Os11g0111000	LOC_Os11g02000.1
Os11g0111101	None
Os11g0111200	LOC_Os11g02010.1
Os11g0111333	LOC_Os11g02020.1
Os11g0111800	LOC_Os11g02054.1
Os11g0111900	LOC_Os11g02070.1
Os11g0112000	LOC_Os11g02080.1
Os11g0112050	None
Os11g0112100	LOC_Os11g02090.1,LOC_Os11g02090.2
Os11g0112151	None
Os11g0112200	LOC_Os11g02100.1
Os11g0112300	LOC_Os11g02110.1
Os11g0112400	LOC_Os11g02130.1
Os11g0112650	None
Os11g0112800	LOC_Os11g02150.1,LOC_Os11g02150.2
Os11g0112900	LOC_Os11g02159.1,LOC_Os11g02159.2,LOC_Os11g02159.3
Os11g0112966	None
Os11g0113032	None
Os11g0113100	LOC_Os11g02180.1
Os11g0113150	None
Os11g0113200	LOC_Os11g02190.1
Os11g0113300	LOC_Os11g02200.1
Os11g0113400	LOC_Os11g02210.1
Os11g0113500	LOC_Os11g02220.1
Os11g0113700	LOC_Os11g02240.1
Os11g0113800	None
Os11g0113900	LOC_Os11g02250.1
Os11g0114000	LOC_Os11g02260.1
Os11g0114150	LOC_Os11g02270.1
Os11g0114300	LOC_Os11g02290.1
Os11g0114600	LOC_Os11g02300.1,LOC_Os11g02300.2,LOC_Os11g02305.1
Os11g0114700	LOC_Os11g02320.1,LOC_Os11g02320.2,LOC_Os11g02320.3
Os11g0114800	LOC_Os11g02310.1
Os11g0114900	LOC_Os11g02330.1,LOC_Os11g02330.2
Os11g0115100	LOC_Os11g02350.1
Os11g0115301	None
Os11g0115350	LOC_Os11g02369.1
Os11g0115375	None
Os11g0115400	LOC_Os11g02389.1
Os11g0115800	None
Os11g0116000	LOC_Os11g02400.1,LOC_Os11g02400.2
Os11g0116200	LOC_Os11g02424.1,LOC_Os11g02424.2
Os11g0116300	LOC_Os11g02440.1
Os11g0116400	LOC_Os11g02450.1
Os11g0116500	LOC_Os11g02460.1,LOC_Os11g02460.2,LOC_Os11g02460.3
Os11g0116550	LOC_Os11g02464.1
Os11g0116600	LOC_Os11g02470.1
Os11g0116900	LOC_Os11g02480.1,LOC_Os11g02480.2
Os11g0117300	LOC_Os11g02510.1
Os11g0117400	LOC_Os11g02520.1
Os11g0117450	None
Os11g0117500	LOC_Os11g02530.1
Os11g0117550	LOC_Os11g02540.1
Os11g0117600	LOC_Os11g02540.1
Os11g0117700	LOC_Os11g02550.1
Os11g0117801	None
Os11g0117900	LOC_Os11g02570.1
Os11g0118000	LOC_Os11g02580.1
Os11g0118200	LOC_Os11g02600.1
Os11g0118300	LOC_Os11g02610.1,LOC_Os11g02610.2,LOC_Os11g02610.3
Os11g0118350	None
Os11g0118400	None
Os11g0118500	LOC_Os11g02620.1
Os11g0118600	LOC_Os11g02630.1
Os11g0118800	LOC_Os11g02640.1
Os11g0118875	None
Os11g0118950	None
Os11g0119025	LOC_Os11g02650.1
Os11g0119100	LOC_Os11g02660.1,LOC_Os11g02660.2,LOC_Os11g02660.3
Os11g0119200	LOC_Os11g02670.1
Os11g0119311	None
Os11g0119422	None
Os11g0119533	None
Os11g0119700	LOC_Os11g02710.1
Os11g0119800	None
Os11g0119900	LOC_Os11g02720.1
Os11g0120100	LOC_Os11g02730.1
Os11g0120200	LOC_Os11g02740.1
Os11g0120300	LOC_Os11g02750.1
Os11g0120600	LOC_Os11g02760.1
Os11g0120725	LOC_Os11g02774.1
Os11g0120850	LOC_Os11g02778.1
Os11g0121000	LOC_Os11g02800.1
Os11g0121300	LOC_Os11g02820.1
Os11g0121400	LOC_Os11g02830.1,LOC_Os11g02830.2
Os11g0121450	None
Os11g0121500	LOC_Os11g02840.1
Os11g0121600	LOC_Os11g02840.1
Os11g0121800	LOC_Os11g02860.1
Os11g0122150	LOC_Os11g02860.1
Os11g0122800	LOC_Os11g02950.1
Os11g0123001	LOC_Os11g02980.1
Os11g0123023	LOC_Os11g02964.1
Os11g0123033	None
Os11g0123066	LOC_Os11g02964.1
Os11g0123100	LOC_Os11g02990.1
Os11g0123250	None
Os11g0123400	LOC_Os11g03050.1
Os11g0123500	LOC_Os11g03060.1,LOC_Os11g03060.2
Os11g0123600	LOC_Os11g03070.1
Os11g0123950	LOC_Os11g03080.1
Os11g0124300	LOC_Os11g03110.1
Os11g0124500	LOC_Os11g03130.1
Os11g0124700	LOC_Os11g03150.1
Os11g0124800	LOC_Os11g03150.1
Os11g0124900	LOC_Os11g03160.1
Os11g0125100	LOC_Os11g03180.1
Os11g0125500	LOC_Os11g03200.1
Os11g0125601	None
Os11g0125700	LOC_Os11g03220.1
Os11g0125900	LOC_Os11g03230.1,LOC_Os11g03230.2,LOC_Os11g03230.3
Os11g0126100	LOC_Os11g03240.1
Os11g0126250	None
Os11g0126400	LOC_Os11g03270.1
Os11g0126500	LOC_Os11g03280.1
Os11g0126800	LOC_Os11g03290.1
Os11g0126900	LOC_Os11g03300.1,LOC_Os11g03300.2
Os11g0127000	LOC_Os11g03310.1
Os11g0127600	LOC_Os11g03370.1
Os11g0127700	LOC_Os11g03380.1
Os11g0127800	LOC_Os11g03390.1,LOC_Os11g03390.2
Os11g0127900	LOC_Os11g03400.1
Os11g0127951	None
Os11g0128000	LOC_Os11g03410.1
Os11g0128300	LOC_Os11g03420.1
Os11g0128400	LOC_Os11g03430.1
Os11g0128500	LOC_Os11g03440.1
Os11g0128600	LOC_Os11g03450.1
Os11g0128700	LOC_Os11g03460.1
Os11g0128800	LOC_Os11g03470.1,LOC_Os11g03470.2,LOC_Os11g03470.3,LOC_Os11g03470.4
Os11g0128932	None
Os11g0129000	LOC_Os11g03484.1
Os11g0129101	None
Os11g0129200	LOC_Os11g03500.1
Os11g0129301	None
Os11g0129400	LOC_Os11g03510.1
Os11g0129500	LOC_Os11g03520.1
Os11g0129600	LOC_Os11g03530.1,LOC_Os11g03530.2,LOC_Os11g03530.3
Os11g0129700	LOC_Os11g03540.1
Os11g0129800	LOC_Os11g03550.1
Os11g0130000	LOC_Os11g03560.1
Os11g0130100	LOC_Os11g03570.1
Os11g0130200	LOC_Os11g03580.1
Os11g0130300	LOC_Os11g03590.1
Os11g0130400	LOC_Os11g03600.1
Os11g0130500	LOC_Os11g03610.1
Os11g0130600	LOC_Os11g03620.1
Os11g0130700	LOC_Os11g03630.1
Os11g0130800	LOC_Os11g03640.1
Os11g0130900	LOC_Os11g03650.1
Os11g0131100	LOC_Os11g03660.1
Os11g0131200	LOC_Os11g03670.1
Os11g0131300	LOC_Os11g03680.1
Os11g0131400	LOC_Os11g03690.1
Os11g0131500	None
Os11g0131600	LOC_Os11g03700.1
Os11g0131700	LOC_Os11g03710.1
Os11g0131750	None
Os11g0131800	LOC_Os11g03720.1
Os11g0131900	LOC_Os11g03730.1,LOC_Os11g03730.2,LOC_Os11g03730.3
Os11g0132000	LOC_Os11g03734.1
Os11g0132100	LOC_Os11g03740.1
Os11g0132300	LOC_Os11g03750.1
Os11g0132400	LOC_Os11g03760.1
Os11g0132501	LOC_Os11g03760.1
Os11g0132600	LOC_Os11g03780.1,LOC_Os11g03780.2
Os11g0132700	LOC_Os11g03794.1
Os11g0132800	LOC_Os11g03810.1
Os11g0133001	LOC_Os11g03820.1
Os11g0133100	LOC_Os11g03840.1
Os11g0133200	LOC_Os11g03850.1
Os11g0133300	LOC_Os11g03860.1
Os11g0133400	LOC_Os11g03870.1
Os11g0133500	LOC_Os11g03880.1
Os11g0133600	LOC_Os11g03890.1
Os11g0133700	LOC_Os11g03900.1
Os11g0133800	LOC_Os11g03910.1
Os11g0133850	None
Os11g0133900	LOC_Os11g03920.1
Os11g0134100	LOC_Os11g03940.1
Os11g0134166	None
Os11g0134232	LOC_Os11g03970.1,LOC_Os11g03970.2
Os11g0134300	LOC_Os11g03970.1,LOC_Os11g03970.2
Os11g0134400	LOC_Os11g03980.1
Os11g0134500	LOC_Os11g03990.1
Os11g0134600	LOC_Os11g04000.1
Os11g0134700	LOC_Os11g04010.1
Os11g0134900	LOC_Os11g04020.1
Os11g0134950	None
Os11g0135000	LOC_Os11g04030.1,LOC_Os11g04030.2,LOC_Os11g04030.3,LOC_Os11g04030.4
Os11g0135150	None
Os11g0135300	LOC_Os11g04060.1
Os11g0135350	None
Os11g0135400	LOC_Os11g04070.1
Os11g0135900	LOC_Os11g04104.1,LOC_Os11g04104.2,LOC_Os11g04104.3
Os11g0136101	None
Os11g0136300	LOC_Os11g04140.1
Os11g0136400	LOC_Os11g04150.1
Os11g0136450	LOC_Os11g04160.1
Os11g0136500	LOC_Os11g04160.1
Os11g0136600	LOC_Os11g04170.1
Os11g0136701	LOC_Os11g04174.1
Os11g0136800	LOC_Os11g04180.1
Os11g0137000	LOC_Os11g04190.1
Os11g0137050	None
Os11g0137100	LOC_Os11g04200.1
Os11g0137150	None
Os11g0137200	LOC_Os11g04210.1,LOC_Os11g04210.2
Os11g0137250	None
Os11g0137300	LOC_Os11g04220.1
Os11g0137400	LOC_Os11g04230.1
Os11g0137450	None
Os11g0137500	LOC_Os11g04240.1
Os11g0137666	LOC_Os11g04280.1
Os11g0138000	LOC_Os11g04267.1
Os11g0138050	LOC_Os11g04260.1
Os11g0138275	LOC_Os11g04281.1
Os11g0138300	LOC_Os11g04290.1
Os11g0138350	LOC_Os11g04295.1
Os11g0138400	LOC_Os11g04300.1
Os11g0138600	LOC_Os11g04320.1
Os11g0138700	LOC_Os11g04330.1
Os11g0138900	LOC_Os11g04350.1
Os11g0138950	None
Os11g0139066	LOC_Os11g04360.1
Os11g0139100	LOC_Os11g04370.1
Os11g0139400	LOC_Os11g04380.1
Os11g0139500	LOC_Os11g04390.1,LOC_Os11g04390.2,LOC_Os11g04390.3
Os11g0139550	None
Os11g0139600	LOC_Os11g04400.1
Os11g0139700	LOC_Os11g04409.1,LOC_Os11g04409.2
Os11g0139800	LOC_Os11g04420.1,LOC_Os11g04420.2
Os11g0139900	LOC_Os11g04420.1,LOC_Os11g04420.2,LOC_Os11g04420.3,LOC_Os11g04420.4
Os11g0140100	LOC_Os11g04440.1,LOC_Os11g04440.2,LOC_Os11g04440.3
Os11g0140300	None
Os11g0140400	LOC_Os11g04460.1
Os11g0140450	None
Os11g0140500	LOC_Os11g04470.1
Os11g0140600	LOC_Os11g04480.1
Os11g0140700	LOC_Os11g04490.1
Os11g0140800	LOC_Os11g04500.1
Os11g0140900	LOC_Os11g04510.1
Os11g0141000	LOC_Os11g04520.1,LOC_Os11g04520.2,LOC_Os11g04520.3
Os11g0141100	LOC_Os11g04530.1
Os11g0141333	LOC_Os11g04540.1,LOC_Os11g04550.1
Os11g0141400	LOC_Os11g04560.1
Os11g0141500	LOC_Os11g04570.1
Os11g0141550	LOC_Os11g04570.1
Os11g0141600	LOC_Os11g04580.1
Os11g0141700	LOC_Os11g04590.1
Os11g0141800	None
Os11g0141900	LOC_Os11g04600.1
Os11g0142101	None
Os11g0142300	LOC_Os11g04650.1
Os11g0142400	LOC_Os11g04660.1
Os11g0142500	LOC_Os11g04670.1,LOC_Os11g04670.2
Os11g0142600	LOC_Os11g04680.1
Os11g0142650	LOC_Os11g04680.1
Os11g0142725	None
Os11g0142800	LOC_Os11g04690.1
Os11g0142900	None
Os11g0143200	LOC_Os11g04710.1
Os11g0143233	None
Os11g0143266	None
Os11g0143300	LOC_Os11g04720.1,LOC_Os11g04720.2
Os11g0143400	LOC_Os11g04730.1
Os11g0143500	LOC_Os11g04740.1
Os11g0143600	LOC_Os11g04750.1
Os11g0143700	LOC_Os11g04760.1
Os11g0143800	LOC_Os11g04770.1
Os11g0144150	None
Os11g0144500	None
Os11g0144600	LOC_Os11g04800.1
Os11g0144700	LOC_Os11g04810.1
Os11g0144800	None
Os11g0144900	LOC_Os11g04830.1
Os11g0144950	None
Os11g0145000	LOC_Os11g04840.1
Os11g0145100	LOC_Os11g04850.1,LOC_Os11g04850.2
Os11g0145200	LOC_Os11g04860.1
Os11g0145300	LOC_Os11g04870.1
Os11g0145400	LOC_Os11g04880.1
Os11g0145700	LOC_Os11g04890.1
Os11g0146000	LOC_Os11g04894.1
Os11g0146100	LOC_Os11g04900.1
Os11g0146200	LOC_Os11g04910.1
Os11g0146300	LOC_Os11g04920.1
Os11g0146500	LOC_Os11g04930.1
Os11g0146550	LOC_Os11g04935.1
Os11g0146600	LOC_Os11g04940.1
Os11g0146700	LOC_Os11g04950.1
Os11g0146750	None
Os11g0146800	LOC_Os11g04954.1
Os11g0146900	LOC_Os11g04960.1
Os11g0146950	LOC_Os11g04970.1
Os11g0147000	LOC_Os11g04980.1,LOC_Os11g04980.2
Os11g0147050	None
Os11g0147100	LOC_Os11g04990.1,LOC_Os11g04990.2
Os11g0147150	None
Os11g0147200	LOC_Os11g05000.1
Os11g0147500	LOC_Os11g05010.1,LOC_Os11g05010.2,LOC_Os11g05010.3
Os11g0147600	LOC_Os11g05020.1
Os11g0147700	LOC_Os11g05030.1
Os11g0147800	LOC_Os11g05050.1
Os11g0147901	None
Os11g0148000	LOC_Os11g05070.1
Os11g0148101	None
Os11g0148200	LOC_Os11g05080.1
Os11g0148300	LOC_Os11g05090.1
Os11g0148400	LOC_Os11g05100.1
Os11g0148500	LOC_Os11g05110.1,LOC_Os11g05110.2,LOC_Os11g05110.3
Os11g0148600	LOC_Os11g05120.1
Os11g0148700	LOC_Os11g05130.1,LOC_Os11g05130.2
Os11g0148800	LOC_Os11g05140.1
Os11g0148900	None
Os11g0149100	LOC_Os11g05160.1
Os11g0149200	LOC_Os11g05170.1
Os11g0149250	None
Os11g0149300	LOC_Os11g05180.1,LOC_Os11g05180.2,LOC_Os11g05180.3
Os11g0149400	LOC_Os11g05190.1
Os11g0149500	LOC_Os11g05200.1
Os11g0149650	LOC_Os11g05210.1
Os11g0149701	LOC_Os11g05210.1
Os11g0149751	LOC_Os11g05210.1
Os11g0149800	LOC_Os11g05230.1
Os11g0149900	LOC_Os11g05240.1
Os11g0150100	LOC_Os11g05260.1
Os11g0150200	LOC_Os11g05280.1
Os11g0150400	LOC_Os11g05290.1
Os11g0150450	LOC_Os11g05300.1
Os11g0150632	LOC_Os11g05310.1
Os11g0150700	LOC_Os11g05320.1
Os11g0150800	None
Os11g0150801	None
Os11g0151002	LOC_Os11g05340.1
Os11g0151200	None
Os11g0151300	LOC_Os11g05370.1
Os11g0151400	LOC_Os11g05380.1
Os11g0151500	LOC_Os11g05390.1
Os11g0151600	LOC_Os11g05394.1,LOC_Os11g05394.2
Os11g0151700	LOC_Os11g05400.1
Os11g0151800	LOC_Os11g05410.1,LOC_Os11g05410.2
Os11g0151900	LOC_Os11g05420.1
Os11g0152025	LOC_Os11g05450.1
Os11g0152150	LOC_Os11g05460.1
Os11g0152275	None
Os11g0152400	None
Os11g0152500	LOC_Os11g05470.1
Os11g0152600	None
Os11g0152700	LOC_Os11g05480.1
Os11g0153000	LOC_Os11g05490.1
Os11g0153100	LOC_Os11g05494.1
Os11g0153200	LOC_Os11g05510.1,LOC_Os11g05520.1
Os11g0153300	LOC_Os11g05530.1
Os11g0153400	LOC_Os11g05540.1
Os11g0153450	None
Os11g0153500	LOC_Os11g05550.1
Os11g0153600	LOC_Os11g05552.1
Os11g0153700	LOC_Os11g05556.1,LOC_Os11g05556.2
Os11g0153800	LOC_Os11g05562.1
Os11g0153851	None
Os11g0153900	LOC_Os11g05570.1
Os11g0154000	None
Os11g0154100	LOC_Os11g05580.1
Os11g0154200	LOC_Os11g05590.1
Os11g0154300	LOC_Os11g05600.1
Os11g0154500	LOC_Os11g05614.1
Os11g0154700	LOC_Os11g05630.1
Os11g0154900	LOC_Os11g05640.1
Os11g0155000	LOC_Os11g05650.1
Os11g0155100	LOC_Os11g05660.1
Os11g0155225	LOC_Os11g05680.1
Os11g0155350	None
Os11g0155425	None
Os11g0155500	LOC_Os11g05690.1,LOC_Os11g05690.2,LOC_Os11g05690.3
Os11g0155600	LOC_Os11g05700.1
Os11g0155900	LOC_Os11g05730.1
Os11g0155950	None
Os11g0155975	None
Os11g0156000	LOC_Os11g05740.1
Os11g0156050	None
Os11g0156100	LOC_Os11g05750.1
Os11g0156200	LOC_Os11g05760.1
Os11g0156300	LOC_Os11g05770.1
Os11g0156401	LOC_Os11g05780.1
Os11g0156600	LOC_Os11g05800.1
Os11g0156700	LOC_Os11g05810.1
Os11g0156750	None
Os11g0156800	LOC_Os11g05820.1
Os11g0157000	LOC_Os11g05840.1
Os11g0157100	LOC_Os11g05850.2
Os11g0157200	LOC_Os11g05860.1
Os11g0157300	LOC_Os11g05870.1
Os11g0157400	LOC_Os11g05880.1
Os11g0157600	LOC_Os11g05930.1,LOC_Os11g05930.2,LOC_Os11g05930.3,LOC_Os11g05930.4,LOC_Os11g05930.5
Os11g0157701	LOC_Os11g05935.1
Os11g0157800	LOC_Os11g05940.1
Os11g0158000	LOC_Os11g05950.1
Os11g0158200	LOC_Os11g05970.1
Os11g0158300	LOC_Os11g05980.1
Os11g0158350	None
Os11g0158400	LOC_Os11g05990.1,LOC_Os11g05990.2
Os11g0158450	LOC_Os11g06000.1
Os11g0158500	LOC_Os11g06010.1
Os11g0158600	LOC_Os11g06020.1
Os11g0158666	None
Os11g0158832	LOC_Os11g06020.1
Os11g0159000	LOC_Os11g06040.1,LOC_Os11g06040.2,LOC_Os11g06040.3
Os11g0159500	LOC_Os11g06070.1
Os11g0159900	LOC_Os11g06100.1
Os11g0160000	LOC_Os11g06110.1
Os11g0160100	LOC_Os11g06130.1,LOC_Os11g06130.2,LOC_Os11g06130.3,LOC_Os11g06130.4
Os11g0160300	LOC_Os11g06140.1
Os11g0160400	LOC_Os11g06150.1
Os11g0160500	LOC_Os11g06170.1,LOC_Os11g06170.2
Os11g0160550	LOC_Os11g06180.1
Os11g0160600	LOC_Os11g06180.1
Os11g0160700	LOC_Os11g06190.1
Os11g0160800	LOC_Os11g06200.1
Os11g0160850	None
Os11g0160900	LOC_Os11g06210.1
Os11g0161000	LOC_Os11g06220.1,LOC_Os11g06220.2
Os11g0161050	None
Os11g0161100	LOC_Os11g06230.1
Os11g0161133	LOC_Os11g06234.1
Os11g0161166	LOC_Os11g06240.1
Os11g0161200	LOC_Os11g06240.1
Os11g0161700	LOC_Os11g06290.1
Os11g0161800	LOC_Os11g06300.1
Os11g0161900	LOC_Os11g06310.1
Os11g0162000	LOC_Os11g06320.1
Os11g0162200	LOC_Os11g06340.1
Os11g0162300	LOC_Os11g06350.1
Os11g0162400	None
Os11g0162700	None
Os11g0162900	LOC_Os11g06370.1
Os11g0163100	LOC_Os11g06390.1,LOC_Os11g06390.2,LOC_Os11g06390.3,LOC_Os11g06390.4,LOC_Os11g06390.5,LOC_Os11g06390.6
Os11g0163500	LOC_Os11g06410.1,LOC_Os11g06410.2,LOC_Os11g06410.3
Os11g0163550	None
Os11g0163575	None
Os11g0163600	LOC_Os11g06420.1,LOC_Os11g06420.2
Os11g0163800	LOC_Os11g06440.1
Os11g0164000	LOC_Os11g06460.1
Os11g0164100	None
Os11g0164200	LOC_Os11g06480.1,LOC_Os11g06490.1
Os11g0164600	LOC_Os11g06520.1
Os11g0164750	None
Os11g0164900	LOC_Os11g06550.1
Os11g0165300	None
Os11g0165700	LOC_Os11g06570.1
Os11g0166100	LOC_Os11g06580.1
Os11g0166201	LOC_Os11g06590.1
Os11g0166450	LOC_Os11g06595.1
Os11g0166625	None
Os11g0166800	LOC_Os11g06650.1
