NIP.MSU	NIP.RAPdb	MH63	ZS97
LOC_Os07g18158	Os07g0282401	None	None
LOC_Os07g18162	Os07g0282500	None	None
LOC_Os07g18170	None	None	None
LOC_Os07g18180	Os07g0282700	None	None
LOC_Os07g18190	Os07g0282900	None	None
LOC_Os07g18200	None	None	None
LOC_Os07g18210	None	None	None
LOC_Os07g18230	Os07g0283050	MH07g0223700	ZS07g0236500
LOC_Os07g18240	Os07g0283125	None	None
LOC_Os07g18250	Os07g0283200	MH07g0223800	ZS07g0236600
LOC_Os07g18260	Os07g0283300	None	None
LOC_Os07g18270	None	None	None
LOC_Os07g18280	None	None	None
LOC_Os07g18290	None	None	None
LOC_Os07g18300	Os07g0283600	None	None
LOC_Os07g18310	None	None	None
LOC_Os07g18320	None	None	None
LOC_Os07g18330	None	None	None
LOC_Os07g18340	None	None	None
LOC_Os07g18350	None	None	None
LOC_Os07g18360	None	None	None
LOC_Os07g18370	None	MH07g0225400	ZS07g0238200
LOC_Os07g18380	None	MH07g0225500	ZS07g0238300
LOC_Os07g18390	None	None	None
LOC_Os07g18400	None	None	None
LOC_Os07g18410	None	None	None
LOC_Os07g18420	None	None	None
LOC_Os07g18430	None	None	None
LOC_Os07g18440	None	None	None
LOC_Os07g18450	None	None	ZS07g0238800
LOC_Os07g18460	Os07g0284700	None	None
LOC_Os07g18480	None	None	None
LOC_Os07g18500	None	None	None
LOC_Os07g18510	Os07g0285200	None	ZS07g0239300
LOC_Os07g18520	None	None	None
LOC_Os07g18530	None	MH11g0465700	None
LOC_Os07g18540	Os07g0285450	None	None
LOC_Os07g18550	None	None	None
LOC_Os07g18560	Os07g0285700	None	None
LOC_Os07g18570	Os07g0285800	None	None
LOC_Os07g18580	Os07g0285900	MH07g0226900	None
LOC_Os07g18590	Os07g0286000	None	None
LOC_Os07g18600	Os07g0285900	MH07g0227100	ZS07g0239700
LOC_Os07g18610	Os07g0286300	MH07g0227300	ZS07g0239900
LOC_Os07g18620	None	None	None
LOC_Os07g18630	Os07g0286400	MH07g0227400	ZS07g0240000
LOC_Os07g18640	None	None	ZS07g0240300
LOC_Os07g18660	None	None	None
LOC_Os07g18670	Os07g0286900	MH07g0228000	ZS07g0240600
LOC_Os07g18680	None	None	None
LOC_Os07g18690	None	None	None
LOC_Os07g18700	Os07g0286950	None	None
LOC_Os07g18710	Os07g0287000	None	None
LOC_Os07g18720	Os07g0287100	MH07g0228500	ZS07g0241000
LOC_Os07g18750	Os07g0287400	None	None
LOC_Os07g18760	None	None	None
LOC_Os07g18770	None	None	None
LOC_Os07g18780	Os07g0287800	None	None
LOC_Os07g18790	Os07g0288250	None	None
LOC_Os07g18800	None	None	None
LOC_Os07g18810	None	None	None
LOC_Os07g18820	None	None	None
LOC_Os07g18830	None	None	None
LOC_Os07g18840	None	None	None
LOC_Os07g18860	None	None	None
LOC_Os07g18874	Os07g0288700	MH07g0231900	ZS07g0244400
LOC_Os07g18890	None	None	None
LOC_Os07g18900	None	None	None
LOC_Os07g18910	None	None	None
LOC_Os07g18920	None	None	None
LOC_Os07g18930	Os07g0289400	None	None
LOC_Os07g18944	Os07g0289600	None	None
LOC_Os07g18960	Os07g0289800	None	None
LOC_Os07g18970	None	None	None
LOC_Os07g18980	None	None	None
LOC_Os07g18990	Os07g0290200	None	None
LOC_Os07g19000	Os07g0290500	None	None
LOC_Os07g19020	None	None	None
LOC_Os07g19030	Os07g0290800	None	None
LOC_Os07g19040	None	MH07g0232800	ZS07g0245100
LOC_Os07g19050	None	MH07g0232900	None
LOC_Os07g19060	Os07g0291100	MH07g0233000	ZS07g0245300
LOC_Os07g19070	Os07g0291200	MH07g0233100	ZS07g0245400
LOC_Os07g19080	None	None	None
LOC_Os07g19090	None	None	None
LOC_Os07g19110	None	None	None
LOC_Os07g19120	None	None	None
LOC_Os07g19130	None	None	None
LOC_Os07g19140	None	None	None
LOC_Os07g19160	Os07g0292100	None	None
LOC_Os07g19170	None	None	None
LOC_Os07g19190	Os07g0292800	MH07g0233900	ZS07g0246300
LOC_Os07g19200	None	None	None
LOC_Os07g19210	Os07g0293000	None	None
LOC_Os07g19220	Os07g0293000	None	None
LOC_Os07g19230	None	None	None
LOC_Os07g19240	None	MH09g0178200	None
LOC_Os07g19250	None	None	None
LOC_Os07g19274	None	None	None
LOC_Os07g19290	None	None	None
LOC_Os07g19300	None	None	None
LOC_Os07g19310	None	None	None
LOC_Os07g19320	Os07g0294100	None	ZS05g0089600
LOC_Os07g19330	Os07g0294201	MH07g0234900	ZS05g0089500
LOC_Os07g19340	None	None	None
LOC_Os07g19350	None	MH07g0235100	ZS07g0247600
LOC_Os07g19360	None	None	None
LOC_Os07g19370	None	None	None
LOC_Os07g19390	Os07g0294500	MH07g0235300	ZS07g0247900
LOC_Os07g19400	Os07g0294600	None	None
LOC_Os07g19410	Os07g0294700	None	None
LOC_Os07g19420	None	None	None
LOC_Os07g19430	None	None	None
LOC_Os07g19444	Os07g0294800	MH07g0235500	ZS07g0248100
LOC_Os07g19460	Os07g0295000	MH07g0235600	ZS07g0248200
LOC_Os07g19470	Os07g0295200	MH07g0235700	ZS07g0248300
LOC_Os07g19480	None	None	None
LOC_Os07g19494	Os07g0295400	MH07g0237000	ZS07g0250000
LOC_Os07g19510	None	None	None
LOC_Os07g19520	None	None	None
LOC_Os07g19530	Os07g0295800	MH07g0237100	ZS07g0250100
LOC_Os07g19540	Os07g0296000	None	None
LOC_Os07g19550	Os07g0296100	None	None
LOC_Os07g19560	Os07g0296200	None	ZS07g0251200
LOC_Os07g19570	None	None	None
LOC_Os07g19580	None	None	None
LOC_Os07g19594	None	None	None
LOC_Os07g20100	Os07g0296800	MH07g0238600	ZS07g0251500
LOC_Os07g20110	Os07g0296900	MH07g0238800	ZS07g0251800
LOC_Os07g20120	Os07g0297000	None	None
LOC_Os07g20130	Os07g0297100	None	None
LOC_Os07g20135	Os07g0297200	None	None
LOC_Os07g20140	None	None	None
LOC_Os07g20150	Os07g0297300	None	None
LOC_Os07g20160	Os07g0297350	None	None
LOC_Os07g20164	Os07g0297400	None	None
LOC_Os07g20170	Os07g0297500	None	None
LOC_Os07g20180	None	MH07g0240100	None
LOC_Os07g20200	None	MH03g0656000	ZS03g0690400
LOC_Os07g20210	None	None	None
LOC_Os07g20220	None	None	None
LOC_Os07g20230	None	None	None
LOC_Os07g20240	None	None	None
LOC_Os07g20250	None	None	None
LOC_Os07g20260	None	None	None
LOC_Os07g20270	Os07g0298100	MH07g0240300	ZS07g0253700
LOC_Os07g20280	None	None	ZS07g0253800
LOC_Os07g20290	Os07g0298400	MH07g0240500	ZS07g0253900
LOC_Os07g20300	None	None	None
LOC_Os07g20310	Os07g0298600	None	None
LOC_Os07g20320	Os07g0298700	None	None
LOC_Os07g20330	None	None	None
LOC_Os07g20340	Os07g0298900	None	None
LOC_Os07g20360	None	None	None
LOC_Os07g20370	None	None	None
LOC_Os07g20380	None	None	None
LOC_Os07g20390	None	None	None
LOC_Os07g20400	None	None	None
LOC_Os07g20410	Os07g0299600	MH07g0242200	ZS07g0255600
LOC_Os07g20420	Os07g0299800	None	None
LOC_Os07g20430	None	None	None
LOC_Os07g20440	None	None	None
LOC_Os07g20450	None	None	None
LOC_Os07g20460	None	None	ZS05g0216100
LOC_Os07g20470	None	None	None
LOC_Os07g20480	None	MH07g0309800	None
LOC_Os07g20490	None	None	None
LOC_Os07g20500	None	None	ZS07g0256600
LOC_Os07g20510	Os07g0300200	MH07g0243300	ZS07g0256800
LOC_Os07g20520	None	None	None
LOC_Os07g20530	None	MH07g0243400	ZS07g0256900
LOC_Os07g20544	Os07g0300900	MH07g0243600	ZS07g0257000
LOC_Os07g20560	None	MH07g0243700	ZS07g0257100
LOC_Os07g20570	None	None	None
LOC_Os07g20580	Os07g0301200	MH07g0243900	ZS07g0257200
LOC_Os07g20590	None	None	ZS07g0257400
LOC_Os07g20600	None	MH07g0244000	None
LOC_Os07g20610	Os07g0301500	None	None
LOC_Os07g20620	None	None	None
LOC_Os07g20630	None	None	ZS08g0309100
LOC_Os07g20640	None	None	None
LOC_Os07g20650	None	None	None
LOC_Os07g20660	None	None	None
LOC_Os07g20670	Os07g0302100	None	None
LOC_Os07g20680	None	None	None
LOC_Os07g20690	None	MH07g0245100	ZS07g0258500
LOC_Os07g20700	None	MH07g0245200	None
LOC_Os07g20710	None	MH07g0247500	ZS07g0261100
LOC_Os07g20720	None	None	None
LOC_Os07g20730	None	None	None
LOC_Os07g20740	None	None	None
LOC_Os07g20750	None	None	None
LOC_Os07g20770	None	None	None
LOC_Os07g20780	None	None	None
LOC_Os07g20790	None	None	None
LOC_Os07g20800	None	None	None
LOC_Os07g20810	None	None	None
LOC_Os07g20820	None	None	None
LOC_Os07g20830	None	None	None
LOC_Os07g20840	None	None	None
LOC_Os07g20850	None	None	None
LOC_Os07g20860	None	None	None
LOC_Os07g20870	None	None	None
LOC_Os07g20880	None	None	None
LOC_Os07g20890	None	None	None
LOC_Os07g20900	None	None	None
LOC_Os07g20910	None	None	None
LOC_Os07g20920	None	None	None
LOC_Os07g20930	None	None	None
LOC_Os07g20940	None	None	None
LOC_Os07g20950	None	None	None
LOC_Os07g21950	None	None	None
LOC_Os07g21960	Os07g0403800	None	None
LOC_Os07g21970	None	None	None
LOC_Os07g21980	None	None	ZS07g0272300
LOC_Os07g21990	None	None	None
LOC_Os07g22000	None	None	None
LOC_Os07g22024	Os07g0404300	MH07g0258100	ZS07g0272800
LOC_Os07g22050	None	MH07g0258200	ZS07g0272900
LOC_Os07g22060	None	None	None
LOC_Os07g22070	None	None	None
LOC_Os07g22080	None	None	None
LOC_Os07g22090	None	MH07g0258600	ZS07g0273500
LOC_Os07g22100	None	None	None
LOC_Os07g22110	None	None	None
LOC_Os07g22120	None	None	None
LOC_Os07g22129	None	None	None
LOC_Os07g22140	None	None	None
LOC_Os07g22150	None	None	None
LOC_Os07g22160	None	None	None
LOC_Os07g22170	None	MH07g0259600	None
LOC_Os07g22180	None	None	None
LOC_Os07g22190	None	None	None
LOC_Os07g22200	None	None	None
LOC_Os07g22210	None	None	None
LOC_Os07g22220	Os07g0405100	MH07g0260600	ZS07g0275600
LOC_Os07g22224	Os07g0405700	None	None
LOC_Os07g22230	None	None	None
LOC_Os07g22240	None	None	None
LOC_Os07g22250	None	None	None
LOC_Os07g22260	None	None	None
LOC_Os07g22270	None	None	ZS06g0190500
LOC_Os07g22280	None	None	None
LOC_Os07g22290	None	None	None
LOC_Os07g22300	None	None	None
LOC_Os07g22310	None	None	None
LOC_Os07g22320	None	None	None
LOC_Os07g22330	None	None	None
LOC_Os07g22340	None	None	None
LOC_Os07g22350	Os07g0406300	MH07g0261300	ZS07g0276300
LOC_Os07g22360	Os07g0406400	None	None
LOC_Os07g22370	None	None	None
LOC_Os07g22380	None	None	ZS07g0276600
LOC_Os07g22390	Os07g0406600	MH07g0261800	ZS07g0276800
LOC_Os07g22400	Os07g0406800	None	None
LOC_Os07g22410	None	None	None
LOC_Os07g22420	None	None	None
LOC_Os07g22430	None	None	None
LOC_Os07g22440	None	None	None
LOC_Os07g22450	Os07g0407300	None	None
LOC_Os07g22460	Os07g0407400	None	None
LOC_Os07g22470	None	None	None
LOC_Os07g22480	None	None	None
LOC_Os07g22494	Os07g0407700	None	None
LOC_Os07g22496	None	None	None
LOC_Os07g22498	None	None	None
LOC_Os07g22504	None	None	None
LOC_Os07g22510	Os07g0407900	MH07g0262600	ZS07g0277500
LOC_Os07g22520	None	MH07g0262700	ZS07g0277600
LOC_Os07g22534	Os07g0408100	MH07g0262800	ZS07g0277700
LOC_Os07g22550	None	MH07g0263300	ZS07g0278400
LOC_Os07g22560	None	None	None
LOC_Os07g22570	Os07g0408400	None	None
LOC_Os07g22580	Os07g0408500	MH07g0263800	ZS07g0278800
LOC_Os07g22590	None	None	None
LOC_Os07g22600	Os07g0408700	MH07g0264300	None
LOC_Os07g22610	None	None	None
LOC_Os07g22620	Os07g0408900	None	None
LOC_Os07g22640	Os07g0409100	MH07g0264500	ZS07g0279700
LOC_Os07g22650	Os07g0409200	None	None
LOC_Os07g22660	None	None	None
LOC_Os07g22670	Os07g0409400	MH07g0264900	ZS07g0280100
LOC_Os07g22680	Os07g0409500	None	None
LOC_Os07g22690	Os07g0409600	None	None
LOC_Os07g22700	Os07g0409700	MH07g0265500	ZS07g0280700
LOC_Os07g22710	Os07g0409900	MH07g0265700	ZS07g0280900
LOC_Os07g22720	Os07g0410100	MH07g0265900	ZS07g0281000
LOC_Os07g22730	Os07g0410300	None	None
LOC_Os07g22740	None	None	None
LOC_Os07g22750	None	None	None
LOC_Os07g22760	None	MH07g0266100	None
LOC_Os07g22770	Os07g0410700	MH07g0266300	ZS07g0281300
LOC_Os07g22800	None	None	None
LOC_Os07g22810	None	None	None
LOC_Os07g22820	None	None	None
LOC_Os07g22830	None	None	None
LOC_Os07g22840	Os07g0411200	None	None
LOC_Os07g22850	Os07g0411300	MH07g0267400	ZS07g0282500
LOC_Os07g22860	None	None	ZS07g0282600
LOC_Os07g22870	None	None	None
LOC_Os07g22880	None	None	None
LOC_Os07g22890	Os07g0411832	None	None
LOC_Os07g22900	None	None	None
LOC_Os07g22910	None	None	None
LOC_Os07g22920	None	None	None
LOC_Os07g22930	Os07g0412100	None	None
LOC_Os07g22940	Os07g0412250	None	None
LOC_Os07g22950	Os07g0412400	MH07g0268200	ZS07g0283900
LOC_Os07g22960	None	None	None
LOC_Os07g22970	None	None	None
LOC_Os07g22980	None	None	None
LOC_Os07g22990	None	None	None
LOC_Os07g23010	None	None	None
LOC_Os07g23020	None	None	None
LOC_Os07g23030	Os07g0413300	None	None
LOC_Os07g23040	None	None	None
LOC_Os07g23050	None	None	None
LOC_Os07g23060	None	None	None
LOC_Os07g23070	None	None	None
LOC_Os07g23080	None	None	None
LOC_Os07g23090	None	None	None
LOC_Os07g23100	None	None	None
LOC_Os07g23110	Os07g0413700	MH07g0268300	ZS07g0284000
LOC_Os07g23120	Os07g0413800	None	None
LOC_Os07g23130	None	None	None
LOC_Os07g23140	None	None	None
LOC_Os07g23150	Os07g0414000	None	None
LOC_Os07g23169	Os07g0414200	MH07g0268900	ZS07g0284700
LOC_Os07g23190	Os07g0414700	MH07g0269000	ZS07g0284800
LOC_Os07g23200	Os07g0414800	MH07g0269200	ZS07g0284900
LOC_Os07g23210	Os07g0414900	None	None
LOC_Os07g23220	None	None	ZS07g0285200
LOC_Os07g23230	None	MH07g0269700	ZS07g0285300
LOC_Os07g23244	Os07g0415200	MH07g0269800	ZS07g0285500
LOC_Os07g23260	None	MH07g0269900	ZS07g0285600
LOC_Os07g23270	None	None	None
LOC_Os07g23280	None	None	None
LOC_Os07g23290	None	None	ZS07g0286200
LOC_Os07g23300	None	None	None
LOC_Os07g23310	None	MH08g0283200	None
LOC_Os07g23320	None	MH10g0433300	ZS01g0691700
LOC_Os07g23340	None	None	None
LOC_Os07g23354	None	None	None
LOC_Os07g23370	None	None	None
LOC_Os07g23380	Os07g0416600	None	None
LOC_Os07g23390	Os07g0416700	None	None
LOC_Os07g23400	None	None	None
LOC_Os07g23410	Os07g0416900	MH07g0271500	ZS07g0287300
LOC_Os07g23430	Os07g0417200	None	None
LOC_Os07g23440	None	None	None
LOC_Os07g23450	Os07g0417400	None	None
LOC_Os07g23460	None	None	None
LOC_Os07g23470	Os07g0417600	None	None
LOC_Os07g23480	None	None	None
LOC_Os07g23485	Os07g0417766	None	None
LOC_Os07g23494	Os07g0417800	None	None
LOC_Os07g23510	Os07g0417900	None	None
LOC_Os07g23520	Os07g0418000	None	None
LOC_Os07g23530	Os07g0418050	None	None
LOC_Os07g23540	Os07g0418100	None	None
LOC_Os07g23550	Os07g0418200	MH07g0272800	None
LOC_Os07g23560	None	MH07g0273200	None
LOC_Os07g23570	Os07g0418500	None	None
LOC_Os07g23580	None	None	None
LOC_Os07g23590	None	None	None
LOC_Os07g23600	Os07g0418550	MH07g0274000	None
LOC_Os07g23610	None	None	None
LOC_Os07g23620	None	None	None
LOC_Os07g23630	None	None	None
LOC_Os07g23640	Os07g0418600	MH07g0273700	None
LOC_Os07g23660	Os07g0418700	None	None
LOC_Os07g23670	Os07g0418800	None	None
LOC_Os07g23680	None	None	None
LOC_Os07g23690	None	None	None
LOC_Os07g23700	None	None	None
LOC_Os07g23710	Os07g0419000	None	None
LOC_Os07g23710	Os07g0419100	None	None
LOC_Os07g23720	Os07g0419200	MH07g0274600	None
LOC_Os07g23730	Os07g0419300	MH07g0274700	None
LOC_Os07g23740	Os07g0419500	MH07g0274900	None
LOC_Os07g23760	None	MH07g0275000	None
LOC_Os07g23770	None	None	None
LOC_Os07g23780	Os07g0419650	None	None
LOC_Os07g23790	Os07g0419800	None	None
LOC_Os07g23800	Os07g0419900	MH07g0275300	None
LOC_Os07g23810	Os07g0420000	None	None
LOC_Os07g23820	None	None	None
LOC_Os07g23830	None	None	None
LOC_Os07g23840	None	None	None
LOC_Os07g23850	None	None	None
LOC_Os07g23860	Os07g0420400	MH07g0275700	None
LOC_Os07g23870	None	MH07g0275800	None
LOC_Os07g23880	Os07g0420700	MH07g0275900	None
LOC_Os07g23890	Os07g0420900	MH07g0276000	ZS07g0297400
LOC_Os07g23900	Os07g0421000	MH07g0276100	ZS07g0297500
LOC_Os07g23910	Os07g0421100	None	None
LOC_Os07g23920	None	None	None
LOC_Os07g23930	Os07g0421200	None	None
LOC_Os07g23944	Os07g0421300	MH07g0276300	None
LOC_Os07g23960	Os07g0421600	MH07g0276500	None
LOC_Os07g23970	Os07g0421800	None	None
LOC_Os07g23980	None	None	None
LOC_Os07g23990	Os07g0421866	MH07g0276800	ZS07g0298200
LOC_Os07g23990	Os07g0422000	MH07g0276800	ZS07g0298200
LOC_Os07g24000	Os07g0422100	MH07g0276900	ZS07g0298300
LOC_Os07g24010	None	None	ZS07g0298500
LOC_Os07g24020	None	MH07g0277000	ZS07g0298600
LOC_Os07g24030	None	None	None
LOC_Os07g24050	Os07g0422700	MH07g0277200	ZS07g0298700
LOC_Os07g24060	Os07g0422800	None	None
LOC_Os07g24070	None	None	None
LOC_Os07g24080	None	None	None
LOC_Os07g24090	Os07g0423000	None	None
LOC_Os07g24100	Os07g0423350	None	None
LOC_Os07g24110	None	None	None
LOC_Os07g24130	None	None	None
LOC_Os07g24140	None	None	None
LOC_Os07g24150	Os07g0424000	MH07g0278800	ZS07g0300300
LOC_Os07g24160	None	MH07g0278900	ZS07g0300400
LOC_Os07g24170	Os07g0424300	None	None
LOC_Os07g24180	None	None	None
LOC_Os07g24190	Os07g0424400	MH07g0279000	ZS07g0300600
LOC_Os07g24200	None	MH07g0279100	None
LOC_Os07g24210	None	MH07g0279200	ZS07g0300700
LOC_Os07g24220	None	None	None
LOC_Os07g24230	Os07g0425000	MH07g0279400	ZS07g0300900
LOC_Os07g24240	None	None	None
LOC_Os07g24250	None	None	None
LOC_Os07g24260	None	None	None
LOC_Os07g24270	None	None	None
LOC_Os07g24280	Os07g0426833	None	None
LOC_Os07g24290	None	None	None
LOC_Os07g24300	None	None	None
LOC_Os07g24310	None	None	None
LOC_Os07g24320	None	None	ZS04g0209300
LOC_Os07g24330	None	None	None
LOC_Os07g24340	None	None	None
LOC_Os07g24350	None	None	None
LOC_Os07g24370	None	None	None
LOC_Os07g24380	None	None	None
LOC_Os07g24390	None	None	None
LOC_Os07g24400	None	None	None
LOC_Os07g24410	None	None	None
LOC_Os07g24420	None	None	None
LOC_Os07g24430	None	None	None
LOC_Os07g24440	None	None	None
LOC_Os07g24450	None	None	None
LOC_Os07g24460	None	None	None
LOC_Os07g24480	None	None	None
LOC_Os07g24498	None	None	None
LOC_Os07g24510	Os07g0428216	None	None
LOC_Os07g24520	None	None	None
LOC_Os07g24530	None	None	None
LOC_Os07g24540	None	None	None
LOC_Os07g24549	None	None	None
LOC_Os07g24560	None	MH09g0159700	None
LOC_Os07g24569	None	None	None
LOC_Os07g24578	None	None	None
LOC_Os07g24590	None	None	None
LOC_Os07g24600	None	None	None
LOC_Os07g24610	None	None	None
LOC_Os07g24620	None	MH11g0285100	None
LOC_Os07g24630	None	None	None
LOC_Os07g24640	None	None	None
LOC_Os07g24660	None	None	None
LOC_Os07g24670	None	None	None
LOC_Os07g24680	None	None	None
LOC_Os07g24690	None	None	None
LOC_Os07g24700	None	None	None
LOC_Os07g24710	None	None	None
LOC_Os07g24720	None	None	None
LOC_Os07g24730	None	None	None
LOC_Os07g24740	None	None	None
LOC_Os07g24750	None	None	None
LOC_Os07g24760	None	None	None
LOC_Os07g24770	None	None	None
LOC_Os07g24780	None	None	None
LOC_Os07g24790	None	None	None
LOC_Os07g24800	None	None	None
LOC_Os07g24810	None	None	None
LOC_Os07g24820	Os07g0429600	None	None
LOC_Os07g24830	Os07g0429700	MH07g0283900	None
LOC_Os07g24840	None	None	ZS04g0158700
LOC_Os07g24850	None	None	None
LOC_Os07g24870	None	None	None
LOC_Os07g24880	None	None	None
LOC_Os07g24890	None	None	None
LOC_Os07g24900	None	None	None
LOC_Os07g24910	None	None	None
LOC_Os07g24920	None	None	None
LOC_Os07g24930	None	None	None
LOC_Os07g24940	Os07g0431160	None	None
LOC_Os07g24950	None	None	None
LOC_Os07g24960	None	None	None
LOC_Os07g24970	None	None	None
LOC_Os07g24980	None	None	None
LOC_Os07g24990	None	None	None
LOC_Os07g24992	None	None	None
LOC_Os07g25000	None	None	None
LOC_Os07g25002	None	None	None
LOC_Os07g25004	None	None	None
LOC_Os07g25006	None	None	None
LOC_Os07g25010	None	None	None
LOC_Os07g25014	None	None	None
LOC_Os07g25018	None	None	None
LOC_Os07g25022	None	None	None
LOC_Os07g25024	None	None	None
LOC_Os07g25030	None	None	None
LOC_Os07g25040	None	None	None
LOC_Os07g25050	Os07g0432201	None	None
LOC_Os07g25060	Os07g0432333	None	None
LOC_Os07g25070	None	None	None
LOC_Os07g25080	None	None	None
LOC_Os07g25090	None	None	None
LOC_Os07g25100	None	None	None
LOC_Os07g25110	None	None	None
LOC_Os07g25120	None	None	None
LOC_Os07g25130	None	None	None
LOC_Os07g25140	None	None	None
LOC_Os07g25150	Os07g0432800	None	None
LOC_Os07g25160	None	None	None
LOC_Os07g25170	None	None	None
LOC_Os07g25180	None	None	None
LOC_Os07g25190	None	None	None
LOC_Os07g25200	None	None	None
LOC_Os07g25210	None	None	None
LOC_Os07g25220	None	None	None
LOC_Os07g25230	None	None	None
LOC_Os07g25240	None	None	None
LOC_Os07g25250	None	None	None
LOC_Os07g25260	None	None	None
LOC_Os07g25270	None	None	None
LOC_Os07g25280	None	None	None
LOC_Os07g25290	None	None	None
LOC_Os07g25300	None	None	None
LOC_Os07g25310	None	None	None
LOC_Os07g25320	None	None	None
LOC_Os07g25330	None	None	None
LOC_Os07g25340	None	MH04g0230100	None
LOC_Os07g25360	None	MH07g0284300	None
LOC_Os07g25370	Os07g0434300	None	None
LOC_Os07g25380	Os07g0434401	None	None
LOC_Os07g25390	Os07g0434500	None	None
LOC_Os07g25400	None	None	None
LOC_Os07g25410	Os07g0434700	MH07g0284700	None
LOC_Os07g25420	Os07g0435100	MH07g0285000	ZS07g0316400
LOC_Os07g25430	Os07g0435300	None	None
LOC_Os07g25440	Os07g0435400	MH07g0285300	ZS07g0316700
LOC_Os07g25450	Os07g0435900	MH07g0285500	ZS07g0316900
LOC_Os07g25460	Os07g0436100	MH07g0285600	ZS07g0317000
LOC_Os07g25480	None	MH07g0285700	None
LOC_Os07g25484	None	None	None
LOC_Os07g25490	Os07g0436475	None	None
LOC_Os07g25500	Os07g0436700	None	None
LOC_Os07g25500	Os07g0436600	None	None
LOC_Os07g25510	None	None	None
LOC_Os07g25520	Os07g0436700	None	None
LOC_Os07g25530	None	None	None
LOC_Os07g25540	Os07g0437000	MH07g0286200	ZS07g0317400
LOC_Os07g25550	None	MH07g0286300	ZS07g0317500
LOC_Os07g25560	None	None	None
LOC_Os07g25570	None	None	None
LOC_Os07g25580	None	None	None
LOC_Os07g25590	Os07g0437500	None	None
LOC_Os07g25600	None	None	None
LOC_Os07g25620	None	MH07g0287000	None
LOC_Os07g25630	None	None	None
LOC_Os07g25640	None	None	None
LOC_Os07g25650	None	None	None
LOC_Os07g25660	None	None	None
LOC_Os07g25670	None	None	None
LOC_Os07g25680	Os07g0438500	MH07g0287900	None
LOC_Os07g25680	Os07g0438550	MH07g0287900	None
LOC_Os07g25690	Os07g0438600	MH07g0288000	None
LOC_Os07g25700	Os07g0438700	MH07g0288100	None
LOC_Os07g25710	Os07g0438800	MH07g0288200	None
LOC_Os07g25730	Os07g0439000	None	None
LOC_Os07g25740	Os07g0439100	None	None
LOC_Os07g25760	None	None	None
LOC_Os07g25770	None	None	None
LOC_Os07g25780	None	None	None
LOC_Os07g25790	Os07g0439750	None	None
LOC_Os07g25800	Os07g0440000	None	None
LOC_Os07g25810	Os07g0440100	None	None
LOC_Os07g25820	Os07g0440200	None	None
LOC_Os07g25830	Os07g0440300	None	None
LOC_Os07g25840	None	None	None
LOC_Os07g25850	None	None	None
LOC_Os07g25860	None	None	None
LOC_Os07g25870	None	None	None
LOC_Os07g25880	None	None	None
LOC_Os07g25890	Os07g0440800	None	None
LOC_Os07g25900	Os07g0440900	None	None
LOC_Os07g25910	None	None	None
LOC_Os07g25920	None	None	None
LOC_Os07g25930	None	None	None
LOC_Os07g25940	Os07g0441300	None	None
LOC_Os07g25950	None	None	None
LOC_Os07g25960	None	None	None
LOC_Os07g25970	None	None	None
LOC_Os07g25980	None	None	None
LOC_Os07g25990	None	None	None
LOC_Os07g26000	Os07g0442000	None	None
LOC_Os07g26010	None	None	None
LOC_Os07g26020	None	None	None
LOC_Os07g26030	None	None	None
LOC_Os07g26040	None	None	None
LOC_Os07g26050	None	None	None
LOC_Os07g26060	None	None	None
LOC_Os07g26070	None	None	None
LOC_Os07g26090	None	None	None
LOC_Os07g26100	Os07g0442800	None	None
LOC_Os07g26110	Os07g0442900	MH07g0299200	ZS07g0329900
LOC_Os07g26120	None	None	None
LOC_Os07g26130	None	None	None
LOC_Os07g26140	None	None	None
LOC_Os07g26150	Os07g0443500	None	None
LOC_Os07g26160	None	None	None
LOC_Os07g26170	Os07g0443700	None	None
LOC_Os07g26180	Os07g0443700	None	None
